223509,0,4,/oddball,0,0,100
228609,,3,/instruction,3,,5000
234609,,,/sound,0,0,3000
239005,0,0,/oddball,3,0,100
240555,0,2,/oddball,3,0,100
242100,0,3,/oddball,3,0,100
243719,0,0,/oddball,3,0,100
245105,0,2,/oddball,3,0,100
246481,0,2,/oddball,3,0,100
247854,0,3,/oddball,3,0,100
249299,0,4,/oddball,3,0,100
250771,0,4,/oddball,3,0,100
252140,0,3,/oddball,3,0,100
253660,0,4,/oddball,3,0,100
255297,0,4,/oddball,3,0,100
256741,0,3,/oddball,3,0,100
258102,0,4,/oddball,3,0,100
259554,0,1,/oddball,3,0,100
261100,0,1,/oddball,3,0,100
262455,0,2,/oddball,3,0,100
264052,0,2,/oddball,3,0,100
265589,0,0,/oddball,3,0,100
267038,0,4,/oddball,3,0,100
268413,0,0,/oddball,3,0,100
269795,0,3,/oddball,3,0,100
271333,0,0,/oddball,3,0,100
272767,0,1,/oddball,3,0,100
274383,0,3,/oddball,3,0,100
275780,0,0,/oddball,3,0,100
277391,0,1,/oddball,3,0,100
279008,0,0,/oddball,3,0,100
280477,0,2,/oddball,3,0,100
281982,0,2,/oddball,3,0,100
283613,0,3,/oddball,3,0,100
284972,0,1,/oddball,3,0,100
286409,0,4,/oddball,3,0,100
287773,0,3,/oddball,3,0,100
289315,0,1,/oddball,3,0,100
290913,0,0,/oddball,3,0,100
292271,0,2,/oddball,3,0,100
293647,0,4,/oddball,3,0,100
295202,0,1,/oddball,3,0,100
296573,0,1,/oddball,3,0,100
301673,,3,/instruction,3,,5000
307673,,,/sound,0,1,3000
312043,0,2,/oddball,3,1,100
313572,0,0,/oddball,3,1,100
315162,0,2,/oddball,3,1,100
316518,0,2,/oddball,3,1,100
318082,0,4,/oddball,3,1,100
319526,0,3,/oddball,3,1,100
321162,0,0,/oddball,3,1,100
322608,0,1,/oddball,3,1,100
324245,0,2,/oddball,3,1,100
325688,0,1,/oddball,3,1,100
327320,0,0,/oddball,3,1,100
328942,0,3,/oddball,3,1,100
330485,0,2,/oddball,3,1,100
331860,0,4,/oddball,3,1,100
333419,0,1,/oddball,3,1,100
334971,0,3,/oddball,3,1,100
336465,0,4,/oddball,3,1,100
337906,0,1,/oddball,3,1,100
339300,0,1,/oddball,3,1,100
340883,0,4,/oddball,3,1,100
342239,0,0,/oddball,3,1,100
343803,0,3,/oddball,3,1,100
345265,0,1,/oddball,3,1,100
346782,0,1,/oddball,3,1,100
348154,0,3,/oddball,3,1,100
349530,0,1,/oddball,3,1,100
351007,0,4,/oddball,3,1,100
352628,0,4,/oddball,3,1,100
354045,0,2,/oddball,3,1,100
355440,0,4,/oddball,3,1,100
356890,0,3,/oddball,3,1,100
358273,0,0,/oddball,3,1,100
359749,0,0,/oddball,3,1,100
361236,0,3,/oddball,3,1,100
362731,0,0,/oddball,3,1,100
364190,0,2,/oddball,3,1,100
365587,0,3,/oddball,3,1,100
366945,0,0,/oddball,3,1,100
368297,0,4,/oddball,3,1,100
369686,0,2,/oddball,3,1,100
374786,,3,/instruction,3,,5000
380786,,,/sound,0,2,3000
385038,0,4,/oddball,3,2,100
386685,0,0,/oddball,3,2,100
388217,0,2,/oddball,3,2,100
389716,0,0,/oddball,3,2,100
391078,0,3,/oddball,3,2,100
392483,0,0,/oddball,3,2,100
394045,0,4,/oddball,3,2,100
395514,0,2,/oddball,3,2,100
396897,0,4,/oddball,3,2,100
398311,0,3,/oddball,3,2,100
399746,0,2,/oddball,3,2,100
401296,0,2,/oddball,3,2,100
402780,0,3,/oddball,3,2,100
404211,0,0,/oddball,3,2,100
405819,0,1,/oddball,3,2,100
407460,0,3,/oddball,3,2,100
408815,0,1,/oddball,3,2,100
410381,0,1,/oddball,3,2,100
411876,0,1,/oddball,3,2,100
413460,0,0,/oddball,3,2,100
414851,0,4,/oddball,3,2,100
416488,0,3,/oddball,3,2,100
418096,0,4,/oddball,3,2,100
419460,0,1,/oddball,3,2,100
420972,0,3,/oddball,3,2,100
422344,0,2,/oddball,3,2,100
423835,0,4,/oddball,3,2,100
425222,0,4,/oddball,3,2,100
426801,0,1,/oddball,3,2,100
428323,0,1,/oddball,3,2,100
429737,0,3,/oddball,3,2,100
431317,0,2,/oddball,3,2,100
432728,0,4,/oddball,3,2,100
434348,0,3,/oddball,3,2,100
435872,0,0,/oddball,3,2,100
437521,0,2,/oddball,3,2,100
439129,0,1,/oddball,3,2,100
440682,0,0,/oddball,3,2,100
442048,0,2,/oddball,3,2,100
443529,0,0,/oddball,3,2,100
448629,,2,/instruction,2,,5000
454629,,,/sound,0,0,3000
459112,0,3,/oddball,2,0,100
460543,0,1,/oddball,2,0,100
462030,0,0,/oddball,2,0,100
463385,0,2,/oddball,2,0,100
464913,0,3,/oddball,2,0,100
466334,0,4,/oddball,2,0,100
467748,0,4,/oddball,2,0,100
469118,0,1,/oddball,2,0,100
470679,0,4,/oddball,2,0,100
472153,0,4,/oddball,2,0,100
473583,0,3,/oddball,2,0,100
475140,0,4,/oddball,2,0,100
476783,0,2,/oddball,2,0,100
478288,0,1,/oddball,2,0,100
479885,0,0,/oddball,2,0,100
481500,0,2,/oddball,2,0,100
483078,0,0,/oddball,2,0,100
484565,0,1,/oddball,2,0,100
486158,0,2,/oddball,2,0,100
487788,0,0,/oddball,2,0,100
489332,0,1,/oddball,2,0,100
490770,0,4,/oddball,2,0,100
492271,0,1,/oddball,2,0,100
493825,0,0,/oddball,2,0,100
495224,0,2,/oddball,2,0,100
496602,0,0,/oddball,2,0,100
497967,0,1,/oddball,2,0,100
499327,0,2,/oddball,2,0,100
500845,0,0,/oddball,2,0,100
502282,0,4,/oddball,2,0,100
503738,0,3,/oddball,2,0,100
505215,0,2,/oddball,2,0,100
506741,0,3,/oddball,2,0,100
508321,0,3,/oddball,2,0,100
509958,0,0,/oddball,2,0,100
511607,0,4,/oddball,2,0,100
512959,0,2,/oddball,2,0,100
514370,0,3,/oddball,2,0,100
515835,0,3,/oddball,2,0,100
517201,0,1,/oddball,2,0,100
522301,,2,/instruction,2,,5000
528301,,,/sound,0,1,3000
532683,0,4,/oddball,2,1,100
534273,0,0,/oddball,2,1,100
535795,0,4,/oddball,2,1,100
537247,0,2,/oddball,2,1,100
538889,0,1,/oddball,2,1,100
540338,0,2,/oddball,2,1,100
541775,0,3,/oddball,2,1,100
543275,0,0,/oddball,2,1,100
544778,0,3,/oddball,2,1,100
546318,0,2,/oddball,2,1,100
547678,0,1,/oddball,2,1,100
549239,0,0,/oddball,2,1,100
550810,0,2,/oddball,2,1,100
552402,0,4,/oddball,2,1,100
554042,0,4,/oddball,2,1,100
555567,0,3,/oddball,2,1,100
557080,0,3,/oddball,2,1,100
558680,0,0,/oddball,2,1,100
560248,0,4,/oddball,2,1,100
561777,0,2,/oddball,2,1,100
563213,0,1,/oddball,2,1,100
564724,0,1,/oddball,2,1,100
566257,0,1,/oddball,2,1,100
567697,0,0,/oddball,2,1,100
569065,0,2,/oddball,2,1,100
570516,0,0,/oddball,2,1,100
572096,0,3,/oddball,2,1,100
573573,0,4,/oddball,2,1,100
574988,0,1,/oddball,2,1,100
576346,0,3,/oddball,2,1,100
577903,0,2,/oddball,2,1,100
579519,0,1,/oddball,2,1,100
581024,0,4,/oddball,2,1,100
582561,0,4,/oddball,2,1,100
583913,0,0,/oddball,2,1,100
585454,0,3,/oddball,2,1,100
587061,0,2,/oddball,2,1,100
588692,0,0,/oddball,2,1,100
590191,0,3,/oddball,2,1,100
591830,0,1,/oddball,2,1,100
596930,,2,/instruction,2,,5000
602930,,,/sound,0,2,3000
607456,0,4,/oddball,2,2,100
608915,0,3,/oddball,2,2,100
610452,0,2,/oddball,2,2,100
611811,0,0,/oddball,2,2,100
613244,0,2,/oddball,2,2,100
614871,0,1,/oddball,2,2,100
616410,0,0,/oddball,2,2,100
617960,0,1,/oddball,2,2,100
619516,0,0,/oddball,2,2,100
621057,0,2,/oddball,2,2,100
622537,0,3,/oddball,2,2,100
624029,0,3,/oddball,2,2,100
625573,0,0,/oddball,2,2,100
626989,0,2,/oddball,2,2,100
628521,0,4,/oddball,2,2,100
629925,0,4,/oddball,2,2,100
631395,0,0,/oddball,2,2,100
632841,0,0,/oddball,2,2,100
634241,0,3,/oddball,2,2,100
635818,0,3,/oddball,2,2,100
637250,0,1,/oddball,2,2,100
638623,0,2,/oddball,2,2,100
639985,0,3,/oddball,2,2,100
641418,0,1,/oddball,2,2,100
642887,0,4,/oddball,2,2,100
644406,0,1,/oddball,2,2,100
645900,0,4,/oddball,2,2,100
647505,0,2,/oddball,2,2,100
649091,0,4,/oddball,2,2,100
650457,0,0,/oddball,2,2,100
651891,0,0,/oddball,2,2,100
653531,0,4,/oddball,2,2,100
654943,0,3,/oddball,2,2,100
656301,0,2,/oddball,2,2,100
657866,0,4,/oddball,2,2,100
659225,0,1,/oddball,2,2,100
660820,0,2,/oddball,2,2,100
662378,0,1,/oddball,2,2,100
663941,0,3,/oddball,2,2,100
665477,0,1,/oddball,2,2,100
670577,,1,/instruction,1,,5000
676577,,,/sound,0,1,3000
681103,0,3,/oddball,1,1,100
682641,0,4,/oddball,1,1,100
684106,0,2,/oddball,1,1,100
685738,0,3,/oddball,1,1,100
687305,0,4,/oddball,1,1,100
688783,0,4,/oddball,1,1,100
690219,0,1,/oddball,1,1,100
691685,0,2,/oddball,1,1,100
693190,0,0,/oddball,1,1,100
694785,0,4,/oddball,1,1,100
696215,0,3,/oddball,1,1,100
697674,0,1,/oddball,1,1,100
699040,0,0,/oddball,1,1,100
700556,0,3,/oddball,1,1,100
702102,0,0,/oddball,1,1,100
703665,0,1,/oddball,1,1,100
705137,0,0,/oddball,1,1,100
706752,0,3,/oddball,1,1,100
708177,0,1,/oddball,1,1,100
709765,0,0,/oddball,1,1,100
711314,0,4,/oddball,1,1,100
712888,0,2,/oddball,1,1,100
714452,0,1,/oddball,1,1,100
715868,0,4,/oddball,1,1,100
717250,0,2,/oddball,1,1,100
718855,0,3,/oddball,1,1,100
720362,0,2,/oddball,1,1,100
721831,0,1,/oddball,1,1,100
723221,0,3,/oddball,1,1,100
724750,0,0,/oddball,1,1,100
726387,0,0,/oddball,1,1,100
727983,0,2,/oddball,1,1,100
729624,0,1,/oddball,1,1,100
731256,0,4,/oddball,1,1,100
732656,0,2,/oddball,1,1,100
734037,0,4,/oddball,1,1,100
735485,0,1,/oddball,1,1,100
736838,0,0,/oddball,1,1,100
738283,0,3,/oddball,1,1,100
739848,0,2,/oddball,1,1,100
744948,,1,/instruction,1,,5000
750948,,,/sound,0,0,3000
755491,0,3,/oddball,1,0,100
757062,0,4,/oddball,1,0,100
758678,0,0,/oddball,1,0,100
760213,0,2,/oddball,1,0,100
761766,0,1,/oddball,1,0,100
763220,0,4,/oddball,1,0,100
764711,0,0,/oddball,1,0,100
766063,0,4,/oddball,1,0,100
767417,0,2,/oddball,1,0,100
768973,0,1,/oddball,1,0,100
770408,0,0,/oddball,1,0,100
771961,0,2,/oddball,1,0,100
773552,0,1,/oddball,1,0,100
775156,0,0,/oddball,1,0,100
776616,0,0,/oddball,1,0,100
778162,0,2,/oddball,1,0,100
779732,0,3,/oddball,1,0,100
781229,0,1,/oddball,1,0,100
782672,0,0,/oddball,1,0,100
784028,0,3,/oddball,1,0,100
785590,0,2,/oddball,1,0,100
787226,0,1,/oddball,1,0,100
788790,0,0,/oddball,1,0,100
790197,0,4,/oddball,1,0,100
791737,0,1,/oddball,1,0,100
793327,0,4,/oddball,1,0,100
794723,0,3,/oddball,1,0,100
796226,0,4,/oddball,1,0,100
797812,0,1,/oddball,1,0,100
799348,0,4,/oddball,1,0,100
800701,0,2,/oddball,1,0,100
802253,0,2,/oddball,1,0,100
803637,0,3,/oddball,1,0,100
805270,0,1,/oddball,1,0,100
806875,0,4,/oddball,1,0,100
808398,0,3,/oddball,1,0,100
809789,0,3,/oddball,1,0,100
811328,0,0,/oddball,1,0,100
812846,0,3,/oddball,1,0,100
814301,0,2,/oddball,1,0,100
819401,,1,/instruction,1,,5000
825401,,,/sound,0,2,3000
829670,0,4,/oddball,1,2,100
831120,0,2,/oddball,1,2,100
832726,0,0,/oddball,1,2,100
834113,0,1,/oddball,1,2,100
835509,0,0,/oddball,1,2,100
837039,0,0,/oddball,1,2,100
838547,0,1,/oddball,1,2,100
840005,0,4,/oddball,1,2,100
841544,0,2,/oddball,1,2,100
843110,0,4,/oddball,1,2,100
844660,0,4,/oddball,1,2,100
846117,0,3,/oddball,1,2,100
847693,0,1,/oddball,1,2,100
849227,0,4,/oddball,1,2,100
850790,0,2,/oddball,1,2,100
852402,0,1,/oddball,1,2,100
853994,0,0,/oddball,1,2,100
855563,0,2,/oddball,1,2,100
857182,0,3,/oddball,1,2,100
858801,0,2,/oddball,1,2,100
860184,0,3,/oddball,1,2,100
861544,0,1,/oddball,1,2,100
862959,0,2,/oddball,1,2,100
864522,0,0,/oddball,1,2,100
866028,0,0,/oddball,1,2,100
867483,0,3,/oddball,1,2,100
869047,0,3,/oddball,1,2,100
870696,0,1,/oddball,1,2,100
872232,0,0,/oddball,1,2,100
873666,0,3,/oddball,1,2,100
875128,0,1,/oddball,1,2,100
876573,0,2,/oddball,1,2,100
878027,0,0,/oddball,1,2,100
879530,0,3,/oddball,1,2,100
881080,0,4,/oddball,1,2,100
882655,0,4,/oddball,1,2,100
884010,0,1,/oddball,1,2,100
885510,0,2,/oddball,1,2,100
886981,0,3,/oddball,1,2,100
888544,0,4,/oddball,1,2,100
893644,,4,/instruction,4,,5000
899644,,,/sound,0,1,3000
904108,0,3,/oddball,4,1,100
905522,0,3,/oddball,4,1,100
906914,0,0,/oddball,4,1,100
908477,0,4,/oddball,4,1,100
910118,0,0,/oddball,4,1,100
911523,0,2,/oddball,4,1,100
912984,0,1,/oddball,4,1,100
914633,0,0,/oddball,4,1,100
916082,0,1,/oddball,4,1,100
917668,0,4,/oddball,4,1,100
919130,0,3,/oddball,4,1,100
920716,0,1,/oddball,4,1,100
922067,0,3,/oddball,4,1,100
923455,0,1,/oddball,4,1,100
925044,0,3,/oddball,4,1,100
926429,0,4,/oddball,4,1,100
927846,0,1,/oddball,4,1,100
929458,0,2,/oddball,4,1,100
931025,0,4,/oddball,4,1,100
932433,0,0,/oddball,4,1,100
934075,0,2,/oddball,4,1,100
935618,0,1,/oddball,4,1,100
937002,0,4,/oddball,4,1,100
938620,0,3,/oddball,4,1,100
940155,0,3,/oddball,4,1,100
941612,0,0,/oddball,4,1,100
942982,0,2,/oddball,4,1,100
944342,0,4,/oddball,4,1,100
945744,0,1,/oddball,4,1,100
947313,0,2,/oddball,4,1,100
948788,0,0,/oddball,4,1,100
950290,0,4,/oddball,4,1,100
951775,0,2,/oddball,4,1,100
953358,0,1,/oddball,4,1,100
954798,0,0,/oddball,4,1,100
956324,0,0,/oddball,4,1,100
957792,0,4,/oddball,4,1,100
959192,0,2,/oddball,4,1,100
960621,0,3,/oddball,4,1,100
962068,0,2,/oddball,4,1,100
967168,,4,/instruction,4,,5000
973168,,,/sound,0,2,3000
977454,0,0,/oddball,4,2,100
978907,0,1,/oddball,4,2,100
980298,0,4,/oddball,4,2,100
981928,0,2,/oddball,4,2,100
983375,0,0,/oddball,4,2,100
985002,0,3,/oddball,4,2,100
986384,0,2,/oddball,4,2,100
987916,0,2,/oddball,4,2,100
989274,0,4,/oddball,4,2,100
990684,0,3,/oddball,4,2,100
992149,0,1,/oddball,4,2,100
993512,0,0,/oddball,4,2,100
994923,0,4,/oddball,4,2,100
996426,0,3,/oddball,4,2,100
997838,0,3,/oddball,4,2,100
999423,0,4,/oddball,4,2,100
1000881,0,1,/oddball,4,2,100
1002240,0,2,/oddball,4,2,100
1003624,0,1,/oddball,4,2,100
1004983,0,4,/oddball,4,2,100
1006599,0,1,/oddball,4,2,100
1008097,0,3,/oddball,4,2,100
1009734,0,1,/oddball,4,2,100
1011304,0,1,/oddball,4,2,100
1012765,0,0,/oddball,4,2,100
1014407,0,2,/oddball,4,2,100
1015766,0,3,/oddball,4,2,100
1017305,0,4,/oddball,4,2,100
1018665,0,2,/oddball,4,2,100
1020220,0,0,/oddball,4,2,100
1021600,0,2,/oddball,4,2,100
1023153,0,2,/oddball,4,2,100
1024765,0,0,/oddball,4,2,100
1026250,0,4,/oddball,4,2,100
1027607,0,1,/oddball,4,2,100
1028990,0,0,/oddball,4,2,100
1030574,0,4,/oddball,4,2,100
1032136,0,0,/oddball,4,2,100
1033574,0,3,/oddball,4,2,100
1035087,0,3,/oddball,4,2,100
1040187,,4,/instruction,4,,5000
1046187,,,/sound,0,0,3000
1050709,0,2,/oddball,4,0,100
1052148,0,0,/oddball,4,0,100
1053615,0,3,/oddball,4,0,100
1055015,0,1,/oddball,4,0,100
1056388,0,1,/oddball,4,0,100
1057964,0,2,/oddball,4,0,100
1059494,0,1,/oddball,4,0,100
1061131,0,3,/oddball,4,0,100
1062772,0,4,/oddball,4,0,100
1064159,0,0,/oddball,4,0,100
1065707,0,2,/oddball,4,0,100
1067279,0,0,/oddball,4,0,100
1068914,0,1,/oddball,4,0,100
1070514,0,3,/oddball,4,0,100
1071953,0,4,/oddball,4,0,100
1073492,0,0,/oddball,4,0,100
1075136,0,2,/oddball,4,0,100
1076663,0,1,/oddball,4,0,100
1078023,0,4,/oddball,4,0,100
1079566,0,0,/oddball,4,0,100
1080935,0,3,/oddball,4,0,100
1082482,0,4,/oddball,4,0,100
1084079,0,2,/oddball,4,0,100
1085727,0,4,/oddball,4,0,100
1087116,0,3,/oddball,4,0,100
1088642,0,3,/oddball,4,0,100
1090125,0,1,/oddball,4,0,100
1091656,0,4,/oddball,4,0,100
1093036,0,2,/oddball,4,0,100
1094664,0,1,/oddball,4,0,100
1096057,0,0,/oddball,4,0,100
1097431,0,4,/oddball,4,0,100
1099012,0,3,/oddball,4,0,100
1100378,0,2,/oddball,4,0,100
1101947,0,0,/oddball,4,0,100
1103519,0,2,/oddball,4,0,100
1105099,0,3,/oddball,4,0,100
1106712,0,4,/oddball,4,0,100
1108201,0,1,/oddball,4,0,100
1109633,0,0,/oddball,4,0,100
